,Estado,Fecha,pediatricos hospitalizados con covid,adultos hospitalizados con covid,hospitalizados con sospecha o confirmacion de covid,pediatricos hospitalizados en UCI con covid,adultos hospitalizados en UCI con covid,camas pediatricas UCI,camas adultos UCI,hospitales con falta de personal,muertes por covid
1321,WI,2022-07-08,11.0,473.0,521.0,2.0,70.0,104.0,1248.0,18,0.0
1322,WA,2022-07-08,15.0,760.0,878.0,4.0,76.0,132.0,1159.0,1,7.0
1323,NC,2022-07-08,27.0,1011.0,1329.0,4.0,111.0,431.0,2184.0,16,13.0
1324,IA,2022-07-08,8.0,207.0,221.0,3.0,20.0,77.0,555.0,0,0.0
1325,OK,2022-07-08,40.0,279.0,377.0,2.0,62.0,135.0,1014.0,4,1.0
1326,CA,2022-07-08,158.0,3968.0,4488.0,36.0,436.0,964.0,6711.0,8,8.0
1327,FL,2022-07-08,68.0,3649.0,3925.0,22.0,404.0,900.0,6589.0,10,23.0
1328,HI,2022-07-08,7.0,170.0,192.0,1.0,16.0,27.0,216.0,3,0.0
1329,OH,2022-07-08,31.0,912.0,1160.0,6.0,125.0,509.0,3734.0,3,1.0
1330,MD,2022-07-08,12.0,539.0,728.0,0.0,59.0,23.0,1255.0,3,2.0
1331,MO,2022-07-08,46.0,746.0,950.0,7.0,93.0,245.0,1712.0,7,5.0
1332,WY,2022-07-08,2.0,31.0,31.0,0.0,4.0,0.0,122.0,0,0.0
1333,IL,2022-07-08,25.0,1140.0,1335.0,3.0,124.0,588.0,3129.0,5,3.0
1334,ME,2022-07-08,1.0,118.0,120.0,0.0,21.0,12.0,323.0,1,0.0
1335,NY,2022-07-08,77.0,2311.0,2738.0,19.0,226.0,513.0,4488.0,2,4.0
1336,PR,2022-07-08,29.0,314.0,408.0,0.0,45.0,87.0,632.0,0,0.0
1337,MN,2022-07-08,23.0,394.0,483.0,7.0,38.0,133.0,827.0,4,0.0
1338,VA,2022-07-08,12.0,667.0,783.0,7.0,91.0,180.0,1900.0,12,10.0
1339,ID,2022-07-08,8.0,151.0,163.0,3.0,16.0,16.0,280.0,1,0.0
1340,TX,2022-07-08,146.0,2942.0,3467.0,35.0,444.0,1084.0,6030.0,6,19.0
1341,AS,2022-07-08,0.0,8.0,8.0,0.0,0.0,0.0,7.0,0,
1342,LA,2022-07-08,23.0,527.0,429.0,6.0,73.0,128.0,1444.0,1,0.0
1343,ND,2022-07-08,0.0,56.0,69.0,0.0,2.0,10.0,199.0,0,0.0
1344,SC,2022-07-08,13.0,425.0,472.0,3.0,54.0,97.0,1279.0,21,0.0
1345,AL,2022-07-08,18.0,605.0,702.0,4.0,91.0,53.0,1548.0,0,2.0
1346,TN,2022-07-08,24.0,712.0,765.0,5.0,95.0,179.0,2429.0,4,5.0
1347,DC,2022-07-08,13.0,147.0,181.0,5.0,10.0,78.0,331.0,0,0.0
1348,NM,2022-07-08,10.0,200.0,223.0,2.0,26.0,49.0,395.0,1,0.0
1349,NE,2022-07-08,9.0,180.0,197.0,2.0,16.0,142.0,485.0,16,2.0
1350,MD,2022-07-07,8.0,531.0,704.0,0.0,62.0,23.0,1246.0,5,1.0
1351,PR,2022-07-07,26.0,290.0,404.0,0.0,41.0,86.0,640.0,0,0.0
1352,ME,2022-07-07,1.0,125.0,129.0,1.0,21.0,13.0,320.0,1,0.0
1353,IL,2022-07-07,28.0,1133.0,1319.0,5.0,129.0,588.0,3134.0,4,5.0
1354,NC,2022-07-07,26.0,998.0,1309.0,0.0,112.0,418.0,2201.0,18,18.0
1355,NH,2022-07-07,0.0,87.0,95.0,0.0,10.0,9.0,224.0,2,1.0
1356,NM,2022-07-07,11.0,182.0,191.0,2.0,25.0,49.0,396.0,2,0.0
1357,HI,2022-07-07,7.0,172.0,193.0,1.0,15.0,27.0,201.0,3,0.0
1358,WY,2022-07-07,0.0,37.0,35.0,0.0,6.0,0.0,123.0,0,3.0
1359,VT,2022-07-07,0.0,23.0,22.0,0.0,3.0,4.0,97.0,3,0.0
1360,OH,2022-07-07,33.0,889.0,1150.0,5.0,121.0,489.0,3786.0,2,1.0
1361,AR,2022-07-07,17.0,299.0,395.0,4.0,51.0,81.0,879.0,4,0.0
1362,CT,2022-07-07,9.0,291.0,338.0,0.0,28.0,75.0,905.0,0,1.0
1363,CA,2022-07-07,147.0,3936.0,4409.0,38.0,426.0,853.0,6648.0,8,8.0
1364,MT,2022-07-07,2.0,105.0,113.0,0.0,7.0,29.0,217.0,5,0.0
1365,AK,2022-07-07,2.0,59.0,71.0,0.0,4.0,7.0,124.0,1,0.0
1366,NJ,2022-07-07,6.0,902.0,973.0,1.0,78.0,132.0,2880.0,7,10.0
1367,LA,2022-07-07,26.0,511.0,421.0,7.0,79.0,130.0,1455.0,1,0.0
1368,SD,2022-07-07,1.0,65.0,80.0,0.0,7.0,23.0,236.0,0,0.0
1369,IA,2022-07-07,11.0,206.0,220.0,3.0,21.0,77.0,558.0,0,1.0
1370,IN,2022-07-07,7.0,512.0,633.0,3.0,69.0,222.0,2059.0,11,3.0
1371,MN,2022-07-07,21.0,389.0,466.0,7.0,44.0,131.0,827.0,4,0.0
1372,CO,2022-07-07,22.0,352.0,419.0,1.0,45.0,125.0,1214.0,15,1.0
1373,NV,2022-07-07,26.0,563.0,596.0,3.0,65.0,118.0,809.0,0,0.0
1374,AL,2022-07-07,14.0,563.0,683.0,1.0,81.0,53.0,1544.0,0,1.0
1375,MI,2022-07-07,20.0,720.0,829.0,3.0,77.0,175.0,2336.0,26,3.0
1376,VI,2022-07-07,0.0,5.0,5.0,0.0,2.0,6.0,20.0,0,
1377,FL,2022-07-07,69.0,3738.0,4109.0,21.0,422.0,914.0,6524.0,9,23.0
1378,VA,2022-07-07,17.0,672.0,784.0,7.0,92.0,179.0,1893.0,11,10.0
1379,MA,2022-07-07,10.0,516.0,599.0,0.0,45.0,169.0,1218.0,0,0.0
1380,UT,2022-07-07,2.0,260.0,289.0,0.0,44.0,33.0,451.0,0,0.0
1381,NY,2022-07-07,71.0,2264.0,2669.0,15.0,214.0,507.0,4500.0,2,7.0
1382,OK,2022-07-07,31.0,288.0,369.0,1.0,64.0,135.0,1022.0,1,1.0
1383,WI,2022-07-07,11.0,456.0,491.0,2.0,59.0,101.0,1231.0,18,0.0
1384,RI,2022-07-07,1.0,40.0,49.0,0.0,3.0,86.0,141.0,1,0.0
1385,KY,2022-07-07,6.0,514.0,571.0,3.0,62.0,67.0,1311.0,10,1.0
1386,DC,2022-07-07,11.0,145.0,194.0,5.0,8.0,77.0,329.0,0,0.0
1387,GA,2022-07-07,22.0,1083.0,1424.0,12.0,127.0,423.0,2575.0,29,4.0
1388,ID,2022-07-07,6.0,152.0,160.0,0.0,15.0,16.0,281.0,1,0.0
1389,ND,2022-07-07,0.0,61.0,73.0,0.0,4.0,10.0,203.0,0,0.0
1390,SC,2022-07-07,9.0,414.0,444.0,11.0,58.0,97.0,1278.0,21,2.0
1391,WA,2022-07-07,15.0,749.0,849.0,4.0,75.0,122.0,1164.0,0,2.0
1392,MS,2022-07-07,18.0,332.0,413.0,1.0,43.0,62.0,744.0,2,0.0
1393,WV,2022-07-07,4.0,291.0,299.0,1.0,42.0,107.0,640.0,0,0.0
1394,PA,2022-07-07,39.0,1095.0,1407.0,8.0,108.0,379.0,3620.0,28,11.0
1395,TN,2022-07-07,24.0,714.0,779.0,4.0,104.0,179.0,2429.0,4,3.0
1396,NE,2022-07-07,8.0,171.0,194.0,2.0,18.0,142.0,482.0,15,1.0
1397,DE,2022-07-07,4.0,85.0,176.0,0.0,13.0,76.0,183.0,1,0.0
1398,AZ,2022-07-07,24.0,554.0,728.0,12.0,68.0,231.0,1645.0,0,0.0
1399,OR,2022-07-07,12.0,457.0,554.0,1.0,53.0,22.0,695.0,3,3.0
1400,KS,2022-07-07,4.0,200.0,221.0,1.0,29.0,50.0,795.0,9,0.0
1401,AS,2022-07-07,0.0,7.0,7.0,0.0,0.0,0.0,7.0,0,
1402,TX,2022-07-07,146.0,2903.0,3440.0,33.0,413.0,1086.0,6002.0,6,11.0
1403,MO,2022-07-07,40.0,727.0,938.0,6.0,88.0,242.0,1697.0,8,4.0
1404,VI,2022-07-06,0.0,5.0,5.0,0.0,2.0,6.0,20.0,0,
1405,KY,2022-07-06,6.0,519.0,571.0,1.0,59.0,72.0,1304.0,10,0.0
1406,WI,2022-07-06,9.0,451.0,492.0,6.0,61.0,103.0,1246.0,15,0.0
1407,NC,2022-07-06,27.0,984.0,1302.0,0.0,114.0,418.0,2183.0,16,10.0
1408,NM,2022-07-06,12.0,206.0,234.0,4.0,32.0,49.0,399.0,1,0.0
1409,VA,2022-07-06,19.0,644.0,733.0,7.0,89.0,180.0,1892.0,10,11.0
1410,ID,2022-07-06,8.0,159.0,170.0,0.0,12.0,16.0,260.0,1,1.0
1411,CT,2022-07-06,10.0,271.0,313.0,0.0,28.0,75.0,905.0,0,1.0
1412,NJ,2022-07-06,2.0,901.0,954.0,3.0,85.0,132.0,2882.0,9,4.0
1413,SC,2022-07-06,10.0,402.0,429.0,3.0,49.0,97.0,1283.0,21,2.0
1414,IL,2022-07-06,26.0,1131.0,1321.0,7.0,131.0,588.0,3135.0,2,4.0
1415,ME,2022-07-06,2.0,129.0,133.0,1.0,26.0,13.0,318.0,1,0.0
1416,UT,2022-07-06,2.0,252.0,280.0,0.0,48.0,31.0,456.0,0,0.0
1417,MO,2022-07-06,38.0,707.0,919.0,4.0,105.0,241.0,1695.0,8,2.0
1418,KS,2022-07-06,4.0,200.0,218.0,2.0,31.0,49.0,798.0,8,2.0
1419,AS,2022-07-06,0.0,8.0,8.0,0.0,0.0,0.0,7.0,0,
1420,IN,2022-07-06,10.0,486.0,602.0,3.0,66.0,221.0,2052.0,11,2.0
1421,MI,2022-07-06,18.0,712.0,820.0,3.0,77.0,169.0,2372.0,26,5.0
1422,OK,2022-07-06,34.0,298.0,363.0,1.0,75.0,135.0,1008.0,2,1.0
1423,DC,2022-07-06,11.0,147.0,188.0,2.0,8.0,77.0,317.0,0,1.0
1424,NV,2022-07-06,27.0,557.0,600.0,1.0,65.0,118.0,822.0,0,0.0
1425,DE,2022-07-06,4.0,113.0,189.0,0.0,11.0,76.0,181.0,1,0.0
1426,SD,2022-07-06,0.0,56.0,71.0,0.0,8.0,23.0,231.0,0,0.0
1427,WY,2022-07-06,0.0,39.0,36.0,0.0,6.0,0.0,123.0,0,1.0
1428,OR,2022-07-06,14.0,455.0,552.0,2.0,58.0,22.0,698.0,3,3.0
1429,FL,2022-07-06,76.0,3782.0,4145.0,20.0,424.0,908.0,6503.0,8,26.0
1430,NE,2022-07-06,10.0,168.0,196.0,2.0,17.0,142.0,481.0,14,0.0
1431,WV,2022-07-06,8.0,278.0,289.0,3.0,45.0,107.0,639.0,0,0.0
1432,TN,2022-07-06,22.0,709.0,772.0,4.0,83.0,179.0,2427.0,4,6.0
1433,PR,2022-07-06,29.0,276.0,415.0,0.0,41.0,90.0,637.0,0,0.0
1434,IA,2022-07-06,5.0,193.0,200.0,2.0,21.0,77.0,553.0,0,0.0
1435,MT,2022-07-06,3.0,111.0,116.0,0.0,12.0,29.0,219.0,5,0.0
1436,MS,2022-07-06,21.0,310.0,366.0,1.0,30.0,63.0,742.0,2,1.0
1437,AL,2022-07-06,14.0,550.0,646.0,5.0,76.0,53.0,1537.0,0,3.0
1438,AK,2022-07-06,2.0,57.0,65.0,0.0,7.0,8.0,123.0,1,0.0
1439,WA,2022-07-06,13.0,759.0,849.0,3.0,74.0,122.0,1145.0,0,9.0
1440,VT,2022-07-06,0.0,27.0,25.0,0.0,2.0,4.0,97.0,3,0.0
1441,AZ,2022-07-06,24.0,558.0,734.0,13.0,63.0,235.0,1634.0,0,0.0
1442,CA,2022-07-06,133.0,3816.0,4307.0,39.0,425.0,960.0,6595.0,7,8.0
1443,LA,2022-07-06,18.0,517.0,418.0,4.0,85.0,129.0,1445.0,1,0.0
1444,ND,2022-07-06,0.0,67.0,80.0,0.0,6.0,10.0,197.0,0,1.0
1445,NY,2022-07-06,60.0,2250.0,2739.0,14.0,206.0,504.0,4493.0,2,7.0
1446,CO,2022-07-06,20.0,349.0,407.0,0.0,52.0,124.0,1216.0,15,0.0
1447,MN,2022-07-06,22.0,399.0,471.0,7.0,49.0,129.0,833.0,4,0.0
1448,MD,2022-07-06,7.0,511.0,713.0,0.0,57.0,23.0,1238.0,5,0.0
1449,MA,2022-07-06,16.0,530.0,614.0,1.0,44.0,167.0,1219.0,0,0.0
1450,OH,2022-07-06,36.0,846.0,1129.0,8.0,108.0,509.0,3745.0,2,0.0
1451,GA,2022-07-06,37.0,1058.0,1426.0,12.0,133.0,396.0,2560.0,26,3.0
1452,RI,2022-07-06,1.0,52.0,64.0,0.0,3.0,86.0,140.0,1,0.0
1453,AR,2022-07-06,27.0,262.0,374.0,4.0,49.0,83.0,870.0,3,2.0
1454,TX,2022-07-06,127.0,2746.0,3211.0,25.0,394.0,1064.0,5902.0,6,20.0
1455,NH,2022-07-06,2.0,84.0,92.0,0.0,6.0,9.0,226.0,2,0.0
1456,HI,2022-07-06,5.0,174.0,193.0,1.0,11.0,27.0,212.0,3,0.0
1457,PA,2022-07-06,39.0,1076.0,1404.0,9.0,105.0,399.0,3667.0,28,10.0
1458,IN,2022-07-05,13.0,479.0,591.0,3.0,74.0,218.0,1990.0,10,7.0
1459,FL,2022-07-05,75.0,3683.0,4012.0,20.0,419.0,901.0,6472.0,7,27.0
1460,NH,2022-07-05,0.0,84.0,90.0,0.0,6.0,9.0,227.0,2,0.0
1461,VI,2022-07-05,0.0,3.0,3.0,0.0,2.0,6.0,20.0,0,
1462,OR,2022-07-05,14.0,451.0,543.0,2.0,53.0,21.0,687.0,2,4.0
1463,MN,2022-07-05,16.0,376.0,443.0,5.0,40.0,118.0,815.0,4,0.0
1464,NY,2022-07-05,57.0,2206.0,2597.0,15.0,191.0,505.0,4543.0,2,12.0
1465,GA,2022-07-05,27.0,994.0,1337.0,11.0,134.0,399.0,2578.0,27,2.0
1466,TX,2022-07-05,112.0,2732.0,3187.0,23.0,394.0,1081.0,5803.0,5,19.0
1467,AR,2022-07-05,17.0,250.0,322.0,2.0,43.0,86.0,849.0,1,1.0
1468,AS,2022-07-05,0.0,6.0,6.0,0.0,0.0,0.0,7.0,0,
1469,KS,2022-07-05,4.0,200.0,215.0,2.0,27.0,50.0,792.0,10,0.0
1470,SD,2022-07-05,0.0,58.0,67.0,0.0,7.0,23.0,231.0,0,0.0
1471,OK,2022-07-05,29.0,268.0,329.0,1.0,68.0,135.0,1003.0,0,1.0
1472,WV,2022-07-05,6.0,252.0,255.0,0.0,37.0,105.0,639.0,0,0.0
1473,MO,2022-07-05,29.0,670.0,823.0,2.0,85.0,242.0,1680.0,6,6.0
1474,VA,2022-07-05,16.0,634.0,742.0,8.0,91.0,182.0,1892.0,9,11.0
1475,VT,2022-07-05,0.0,27.0,26.0,1.0,2.0,4.0,97.0,2,0.0
1476,DC,2022-07-05,10.0,128.0,168.0,2.0,6.0,77.0,314.0,0,2.0
1477,IL,2022-07-05,31.0,1090.0,1267.0,7.0,123.0,588.0,3132.0,4,1.0
1478,AK,2022-07-05,2.0,55.0,60.0,0.0,7.0,9.0,118.0,1,0.0
1479,DE,2022-07-05,3.0,104.0,190.0,0.0,13.0,76.0,181.0,1,0.0
1480,NV,2022-07-05,9.0,559.0,584.0,3.0,65.0,118.0,818.0,0,0.0
1481,PA,2022-07-05,32.0,1039.0,1340.0,7.0,95.0,401.0,3496.0,30,10.0
1482,IA,2022-07-05,7.0,175.0,187.0,2.0,16.0,75.0,556.0,0,0.0
1483,AL,2022-07-05,16.0,555.0,662.0,2.0,67.0,53.0,1536.0,0,2.0
1484,ME,2022-07-05,2.0,138.0,146.0,1.0,30.0,12.0,320.0,1,0.0
1485,WY,2022-07-05,1.0,35.0,35.0,0.0,4.0,0.0,120.0,0,0.0
1486,ND,2022-07-05,0.0,51.0,63.0,0.0,4.0,10.0,205.0,0,1.0
1487,TN,2022-07-05,20.0,679.0,745.0,4.0,88.0,179.0,2427.0,3,4.0
1488,UT,2022-07-05,1.0,230.0,255.0,0.0,46.0,30.0,435.0,0,0.0
1489,CO,2022-07-05,23.0,315.0,379.0,2.0,54.0,126.0,1224.0,14,0.0
1490,MI,2022-07-05,18.0,701.0,779.0,3.0,77.0,164.0,2341.0,25,4.0
1491,NJ,2022-07-05,4.0,861.0,918.0,2.0,85.0,132.0,2880.0,7,6.0
1492,CA,2022-07-05,132.0,3669.0,4079.0,38.0,411.0,951.0,6562.0,7,9.0
1493,SC,2022-07-05,7.0,411.0,421.0,2.0,54.0,97.0,1284.0,20,3.0
1494,OH,2022-07-05,36.0,792.0,1032.0,5.0,104.0,509.0,3672.0,3,1.0
1495,CT,2022-07-05,11.0,273.0,322.0,0.0,29.0,75.0,905.0,0,0.0
1496,NM,2022-07-05,9.0,199.0,222.0,3.0,35.0,49.0,391.0,2,1.0
1497,HI,2022-07-05,7.0,174.0,197.0,1.0,17.0,27.0,196.0,3,1.0
1498,NC,2022-07-05,25.0,947.0,1266.0,0.0,112.0,418.0,2176.0,16,10.0
1499,MD,2022-07-05,4.0,483.0,665.0,0.0,49.0,23.0,1217.0,4,2.0
1500,MT,2022-07-05,2.0,110.0,114.0,0.0,10.0,29.0,219.0,4,0.0
1501,RI,2022-07-05,1.0,46.0,71.0,0.0,3.0,91.0,139.0,1,0.0
1502,ID,2022-07-05,5.0,135.0,138.0,0.0,8.0,16.0,264.0,1,0.0
1503,MA,2022-07-05,14.0,483.0,561.0,1.0,42.0,168.0,1213.0,0,0.0
1504,WI,2022-07-05,5.0,396.0,422.0,1.0,54.0,85.0,1158.0,15,0.0
1505,WA,2022-07-05,14.0,730.0,811.0,11.0,60.0,119.0,1118.0,0,11.0
1506,PR,2022-07-05,8.0,211.0,375.0,0.0,37.0,91.0,613.0,0,0.0
1507,MS,2022-07-05,12.0,294.0,330.0,1.0,39.0,62.0,736.0,2,3.0
1508,AZ,2022-07-05,20.0,561.0,720.0,10.0,72.0,240.0,1638.0,0,1.0
